18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,19,2,9,8,2,2,2,2,9,8,2,2,2,2,2,2,2,9,18,
18,18,18,18,18,3,11,2,2,9,18,3,3,18,18,18,18,18,18,18,3,18,
18,18,18,18,18,3,18,18,18,3,18,3,3,8,2,2,2,2,2,9,3,18,
18,18,18,18,18,3,8,2,2,10,18,3,3,3,18,18,18,18,18,3,3,18,
18,18,18,18,18,3,11,2,2,9,18,3,3,3,8,2,2,2,9,3,3,18,
18,18,18,18,18,3,18,18,18,3,18,3,3,3,3,8,2,9,3,3,3,18,
18,18,18,18,18,3,8,2,2,10,18,3,3,3,3,11,20,3,3,3,3,18,
18,18,18,18,18,3,11,2,2,9,18,3,3,3,11,2,2,10,3,3,3,18,
18,18,18,18,18,3,18,18,18,3,18,3,3,3,18,18,18,18,3,3,3,18,
18,18,18,18,18,11,2,2,2,10,18,3,3,11,2,2,2,2,10,3,3,18,
18,18,18,18,18,18,18,18,18,18,18,3,3,18,18,18,18,18,18,3,3,18,
18,18,18,18,18,8,2,2,2,2,2,10,11,2,2,2,2,2,2,10,3,18,
18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,18,18,18,3,18,
18,18,18,18,18,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
