18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,1,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,17,19,21,8,2,9,18,8,2,9,18,8,2,9,18,18,18,18,
18,18,18,18,18,3,18,3,18,3,18,3,18,3,18,3,18,3,18,18,18,18,
18,18,18,18,18,3,18,3,18,3,18,3,18,3,18,3,18,3,18,18,18,18,
18,18,18,18,18,11,2,10,18,3,18,3,18,11,2,10,18,3,18,18,18,18,
18,18,18,18,18,18,18,18,18,3,18,3,18,18,18,18,18,3,18,18,18,18,
18,18,18,18,18,8,2,2,2,10,18,11,2,2,2,9,18,3,18,18,18,18,
18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,3,18,3,18,18,18,18,
18,18,18,18,18,11,2,2,2,9,18,8,2,9,18,3,18,3,18,18,18,18,
18,18,18,18,18,18,18,18,18,3,18,3,18,3,18,3,18,3,18,18,18,18,
18,18,18,18,18,8,2,2,2,10,18,3,18,3,18,3,18,3,18,18,18,18,
18,18,18,18,18,3,18,18,18,18,18,3,18,3,18,3,18,3,18,18,18,18,
18,18,18,18,18,11,2,2,2,2,2,10,18,11,2,10,17,20,21,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,16,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
