18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,8,2,2,2,9,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,18,18,18,18,
18,18,18,19,2,2,2,10,18,18,18,3,18,18,18,8,2,2,2,20,18,18,
18,18,18,18,18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,3,18,18,18,3,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,11,2,2,2,10,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
