18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,19,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,3,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,20,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,
